exp_id,ID,Treatment,datetime,movement,PC
exp01,071,ctrl1,2021-03-09T22:10:00Z,5673.717751587115,A
exp01,071,ctrl1,2021-03-09T22:15:00Z,7090.448490935124,A
exp01,071,ctrl1,2021-03-09T22:20:00Z,7466.588674518772,A
exp01,071,ctrl1,2021-03-09T22:25:00Z,6569.58527946763,A
exp01,071,ctrl1,2021-03-09T22:30:00Z,8711.626010201322,A
exp01,071,ctrl1,2021-03-09T22:35:00Z,4553.374674603219,A
exp01,071,ctrl1,2021-03-09T22:40:00Z,6206.087482769994,A
exp01,071,ctrl1,2021-03-09T22:45:00Z,9246.889671504514,A
exp01,071,ctrl1,2021-03-09T22:50:00Z,6311.893109416022,A
exp01,071,ctrl1,2021-03-09T22:55:00Z,4775.461604234203,A
exp01,071,ctrl1,2021-03-09T23:00:00Z,9035.519785383958,A
exp01,071,ctrl1,2021-03-09T23:05:00Z,7151.406809522018,A
exp01,071,ctrl1,2021-03-09T23:10:00Z,6428.752358110558,A
exp01,071,ctrl1,2021-03-09T23:15:00Z,6057.336996768607,A
exp01,071,ctrl1,2021-03-09T23:20:00Z,5657.256129698755,A
exp01,071,ctrl1,2021-03-09T23:25:00Z,5571.136455020252,A
exp01,071,ctrl1,2021-03-09T23:30:00Z,3481.580789032799,A
exp01,071,ctrl1,2021-03-09T23:35:00Z,6849.837719519844,A
exp01,071,ctrl1,2021-03-09T23:40:00Z,3470.7885150175252,A
exp01,071,ctrl1,2021-03-09T23:45:00Z,2339.758129924011,A
exp01,071,ctrl1,2021-03-09T23:50:00Z,2465.68099711563,A
exp01,071,ctrl1,2021-03-09T23:55:00Z,525.507302157957,A
exp01,071,ctrl1,2021-03-10T00:00:00Z,594.3877917885944,A
exp01,071,ctrl1,2021-03-10T00:05:00Z,1987.0065877107136,A
exp01,071,ctrl1,2021-03-10T00:10:00Z,722.7191336860946,A
exp01,071,ctrl1,2021-03-10T00:15:00Z,800.5932515126023,A
